,cell_types,Sample_ID,condition
HNSCC6_p14_hnscc6_p14_F06,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_G10,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_F01,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_F10,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_E01,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_H01,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_H07,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_E03,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_E09,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_G09,CRC,oscc6,LNM_pri
HNSCC5_p9_HNSCC5_P9_B10,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D08,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D03,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_B11,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_H03,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_H10,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_B06,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A02,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_G04,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A06,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_B07,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_G07,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D04,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_G11,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_G09,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D10,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_E09,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_B09,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_E10,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_F10,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A08,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_G02,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_F12,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_A09,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_G06,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_H06,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_D05,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_F09,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_C12,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_E08,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_C03,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_B08,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_H08,CRC,oscc5,LNM_pri
HNSCC5_p9_HNSCC5_P9_E02,CRC,oscc5,LNM_pri
HNSCC5_p14_HNSCC5_P14_LN_F03,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_A09,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_C03,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_E08,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_H11,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_G08,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_G06,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_D01,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_C01,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_A04,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_C09,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_G09,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_B06,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_B07,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_C08,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_E09,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_A07,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_F05,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_D10,CRC,oscc5,LNM_met
HNSCC5_p14_HNSCC5_P14_LN_E12,CRC,oscc5,LNM_met
HNSCC6_p14_hnscc6_p14_A06,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A04,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A05,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A02,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B04,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A12,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_C05,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_C12,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B03,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_C03,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B12,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_C10,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D05,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B01,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D12,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A07,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_B02,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D04,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A01,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D10,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_A09,CRC,oscc6,LNM_pri
HNSCC6_p14_hnscc6_p14_D08,CRC,oscc6,LNM_pri
HNSCC5_p5_P5_H06,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_B05,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_E11,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_F11,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_E04,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_E05,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_E03,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_E12,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_A08,CRC,oscc5,LNM_pri
HNSCC5_p5_P5_D05,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_D04,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_B09,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_A02,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_A04,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_G02,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_A12,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_F10,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_D10,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_C10,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_G07,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_F12,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_C07,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_C12,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_G04,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_E07,CRC,oscc5,LNM_pri
HNSCC5_p7_HNSCC5_P7_G05,CRC,oscc5,LNM_pri
HNSCC5_p13_P13_A05,CRC,oscc5,LNM_met
HNSCC5_p13_P13_H07,CRC,oscc5,LNM_met
HNSCC5_p13_P13_E03,CRC,oscc5,LNM_met
HNSCC5_p13_P13_C07,CRC,oscc5,LNM_met
HNSCC5_p13_P13_G05,CRC,oscc5,LNM_met
HNSCC5_p13_P13_D03,CRC,oscc5,LNM_met
HNSCC5_p13_P13_C06,CRC,oscc5,LNM_met
HNSCC5_p13_P13_B05,CRC,oscc5,LNM_met
HNSCC5_p13_P13_A10,CRC,oscc5,LNM_met
HNSCC5_p13_P13_G04,CRC,oscc5,LNM_met
HNSCC5_p13_P13_D11,CRC,oscc5,LNM_met
HNSCC5_p13_P13_A08,CRC,oscc5,LNM_met
HNSCC5_p13_P13_C09,CRC,oscc5,LNM_met
HNSCC5_p13_P13_G08,CRC,oscc5,LNM_met
HNSCC5_p13_P13_F10,CRC,oscc5,LNM_met
HNSCC5_p13_P13_H01,CRC,oscc5,LNM_met
HNSCC5_p13_P13_D01,CRC,oscc5,LNM_met
HNSCC5_p13_P13_F04,CRC,oscc5,LNM_met
HNSCC5_p13_P13_H11,CRC,oscc5,LNM_met
HNSCC5_p13_P13_D08,CRC,oscc5,LNM_met
HNSCC5_p13_P13_H09,CRC,oscc5,LNM_met
HNSCC5_p13_P13_B12,CRC,oscc5,LNM_met
HNSCC5_p13_P13_H08,CRC,oscc5,LNM_met
HNSCC5_p13_P13_C11,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_D03,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B12,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B10,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_E11,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_F03,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A01,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_E03,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B07,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B05,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B08,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_D08,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_F04,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_F09,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A11,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A09,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_B03,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_G06,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A12,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_G03,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_A04,CRC,oscc5,LNM_met
HNSCC5_p15_HNSCC5_P15_E07,CRC,oscc5,LNM_met
HNSCC6_p15_HNSCC6_P15_LN_B04,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_C06,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_E02,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_F04,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_H11,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A10,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_G12,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_C09,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_D04,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_E12,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_B01,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_C01,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_E09,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A12,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A07,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_H01,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_F02,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_G09,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_B11,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_D01,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_C04,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_H08,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_G10,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_H10,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_D06,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_F08,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_G08,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A04,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_C02,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_G05,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_H07,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_E03,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_F05,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A06,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_D05,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_E05,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A11,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_E08,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_F06,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_D09,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A08,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_A05,CRC,oscc6,LNM_pri
HNSCC6_p15_HNSCC6_P15_LN_C03,CRC,oscc6,LNM_pri
HNSCC20_P3_C12_S36_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_D12_S48_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_E08_S56_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_G09_S273_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B05_S17_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_B02_S14_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A10_S202_comb,CRC,oscc20,LNM_met
HNSCC20_P3_G11_S83_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A08_S200_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F07_S259_comb,CRC,oscc20,LNM_met
HNSCC20_P3_H01_S85_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_F04_S256_comb,CRC,oscc20,LNM_met
HNSCC20_P3_A03_S3_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_D08_S44_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F01_S61_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E09_S249_comb,CRC,oscc20,LNM_met
HNSCC20_P3_H02_S86_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_H06_S90_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_E03_S51_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_B07_S19_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E04_S244_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F03_S255_comb,CRC,oscc20,LNM_met
HNSCC20_P3_G05_S77_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_G01_S73_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A06_S6_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A04_S196_comb,CRC,oscc20,LNM_met
HNSCC20_P13_H07_S283_comb,CRC,oscc20,LNM_met
HNSCC20_P13_E03_S243_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E05_S53_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E11_S251_comb,CRC,oscc20,LNM_met
HNSCC20_P3_F02_S62_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A11_S203_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D07_S43_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F10_S70_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D11_S239_comb,CRC,oscc20,LNM_met
HNSCC20_P13_C04_S220_comb,CRC,oscc20,LNM_met
HNSCC20_P13_C09_S225_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E01_S49_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A12_S12_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_C11_S227_comb,CRC,oscc20,LNM_met
HNSCC20_P13_B01_S205_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D03_S39_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_B07_S211_comb,CRC,oscc20,LNM_met
HNSCC20_P13_H04_S280_comb,CRC,oscc20,LNM_met
HNSCC20_P3_H11_S95_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_C10_S34_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_H04_S88_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_G03_S267_comb,CRC,oscc20,LNM_met
HNSCC20_P13_H01_S277_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D06_S42_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A01_S1_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E06_S246_comb,CRC,oscc20,LNM_met
HNSCC20_P3_C03_S27_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_H02_S278_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D05_S41_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F04_S64_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_B03_S207_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B09_S21_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_G02_S74_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_C06_S30_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_H10_S94_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_G10_S274_comb,CRC,oscc20,LNM_met
HNSCC20_P13_C01_S217_comb,CRC,oscc20,LNM_met
HNSCC20_P13_C10_S226_comb,CRC,oscc20,LNM_met
HNSCC20_P3_A05_S5_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_B03_S15_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A02_S2_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D02_S230_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E06_S54_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A09_S9_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F08_S68_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_C07_S31_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E05_S245_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E10_S58_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_E02_S50_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A11_S11_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E08_S248_comb,CRC,oscc20,LNM_met
HNSCC20_P3_C09_S33_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_D11_S47_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_C02_S218_comb,CRC,oscc20,LNM_met
HNSCC20_P3_F05_S65_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F07_S67_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_B10_S214_comb,CRC,oscc20,LNM_met
HNSCC20_P13_D03_S231_comb,CRC,oscc20,LNM_met
HNSCC20_P13_E12_S252_comb,CRC,oscc20,LNM_met
HNSCC20_P13_H12_S288_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B12_S24_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D04_S232_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F08_S260_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F11_S263_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E12_S60_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D09_S237_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B06_S18_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_H03_S87_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_C07_S223_comb,CRC,oscc20,LNM_met
HNSCC20_P13_G06_S270_comb,CRC,oscc20,LNM_met
HNSCC20_P13_G01_S265_comb,CRC,oscc20,LNM_met
HNSCC20_P13_E01_S241_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E07_S55_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_H03_S279_comb,CRC,oscc20,LNM_met
HNSCC20_P3_G12_S84_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_E04_S52_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A07_S199_comb,CRC,oscc20,LNM_met
HNSCC20_P3_C01_S25_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E07_S247_comb,CRC,oscc20,LNM_met
HNSCC20_P13_B05_S209_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B04_S16_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_G07_S271_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D10_S46_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_B08_S212_comb,CRC,oscc20,LNM_met
HNSCC20_P13_B02_S206_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B01_S13_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_E09_S57_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_G04_S268_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F05_S257_comb,CRC,oscc20,LNM_met
HNSCC20_P3_C11_S35_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A02_S194_comb,CRC,oscc20,LNM_met
HNSCC20_P13_B06_S210_comb,CRC,oscc20,LNM_met
HNSCC20_P3_G08_S80_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_H09_S93_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_H12_S96_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_G09_S81_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E10_S250_comb,CRC,oscc20,LNM_met
HNSCC20_P3_G10_S82_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A08_S8_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F03_S63_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_A04_S4_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_E02_S242_comb,CRC,oscc20,LNM_met
HNSCC20_P13_D06_S234_comb,CRC,oscc20,LNM_met
HNSCC20_P13_B12_S216_comb,CRC,oscc20,LNM_met
HNSCC20_P13_A09_S201_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B08_S20_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_C05_S29_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F06_S66_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D07_S235_comb,CRC,oscc20,LNM_met
HNSCC20_P3_G04_S76_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_G05_S269_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F09_S261_comb,CRC,oscc20,LNM_met
HNSCC20_P3_A07_S7_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F12_S72_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_D04_S40_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_G03_S75_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_G07_S79_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D08_S236_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B11_S23_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_A05_S197_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D02_S38_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_F01_S253_comb,CRC,oscc20,LNM_met
HNSCC20_P13_A03_S195_comb,CRC,oscc20,LNM_met
HNSCC20_P3_E11_S59_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F11_S71_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_D05_S233_comb,CRC,oscc20,LNM_met
HNSCC20_P13_A06_S198_comb,CRC,oscc20,LNM_met
HNSCC20_P3_C02_S26_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_C08_S224_comb,CRC,oscc20,LNM_met
HNSCC20_P13_F10_S262_comb,CRC,oscc20,LNM_met
HNSCC20_P13_C06_S222_comb,CRC,oscc20,LNM_met
HNSCC20_P13_C12_S228_comb,CRC,oscc20,LNM_met
HNSCC20_P3_D01_S37_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_D09_S45_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_H10_S286_comb,CRC,oscc20,LNM_met
HNSCC20_P13_D01_S229_comb,CRC,oscc20,LNM_met
HNSCC20_P13_G02_S266_comb,CRC,oscc20,LNM_met
HNSCC20_P13_A12_S204_comb,CRC,oscc20,LNM_met
HNSCC20_P3_B10_S22_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_B11_S215_comb,CRC,oscc20,LNM_met
HNSCC20_P3_C08_S32_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_F09_S69_comb,CRC,oscc20,LNM_pri
HNSCC20_P13_C05_S221_comb,CRC,oscc20,LNM_met
HNSCC20_P3_H08_S92_comb,CRC,oscc20,LNM_pri
HNSCC20_P3_G06_S78_comb,CRC,oscc20,LNM_pri
HNSCC22_P5_B11_S215_comb,CAF,oscc22,N0_pri
HNSCC22_P5_C08_S224_comb,CAF,oscc22,N0_pri
HNSCC22_P5_D11_S239_comb,CAF,oscc22,N0_pri
HNSCC22_P5_H09_S285_comb,CAF,oscc22,N0_pri
HNSCC22_P5_F10_S262_comb,CAF,oscc22,N0_pri
HNSCC22_P5_A11_S203_comb,CAF,oscc22,N0_pri
HNSCC22_P5_B04_S208_comb,CAF,oscc22,N0_pri
HNSCC22_P5_F04_S256_comb,CAF,oscc22,N0_pri
HNSCC22_P5_D03_S231_comb,CAF,oscc22,N0_pri
HNSCC22_P5_F05_S257_comb,CAF,oscc22,N0_pri
HNSCC22_P5_A09_S201_comb,CAF,oscc22,N0_pri
HNSCC22_P5_G11_S275_comb,CAF,oscc22,N0_pri
