	score	is_training	sparsity_sp	sparsity_sc	sparsity_diff
sod1	0.7321287	False	0.365979381443299	0.3034571062740077	0.06252227516929132
fkbp3	0.7321123	False	0.3474226804123711	0.5218584232668739	-0.1744357428545028
ms4a7	0.7320905	True	0.8948453608247423	0.7757453813791841	0.11909997944555817
nfe2l1	0.73178256	False	0.38144329896907214	0.537040424364368	-0.1555971253952959
txn	0.73146623	True	0.3989690721649485	0.304005853301628	0.09496321886332049
arrb2	0.73137087	True	0.9010309278350516	0.7942198646423999	0.10681106319265166
ccdc12	0.7312853	False	0.27628865979381445	0.579476861167002	-0.3031882013731876
col4a1	0.7304445	True	0.5360824742268041	0.652643131516371	-0.11656065728956688
mzb1	0.7303525	True	0.8865979381443299	0.9603072983354674	-0.0737093601911375
map2k2	0.7300917	False	0.256701030927835	0.7576367294677153	-0.5009356985398803
arpc3	0.73004615	False	0.37628865979381443	0.28882385220413387	0.08746480758968056
trim28	0.73003685	False	0.2969072164948454	0.6411194439363453	-0.34421222744149993
eif3g	0.729165	False	0.4329896907216495	0.4580208523870496	-0.025031161665400092
gtf3c6	0.7291245	False	0.25257731958762886	0.5185659411011524	-0.26598862151352354
luc7l3	0.7290926	False	0.28865979381443296	0.43716846533747944	-0.14850867152304648
isg15	0.72830206	False	0.3752577319587629	0.43698554966160597	-0.06172781770284308
ilf3	0.72813296	False	0.3927835051546392	0.3693067495884397	0.023476755566199548
sumo3	0.7280793	False	0.4185567010309278	0.4622279129321383	-0.04367121190121048
pdgfrb	0.72775906	False	0.33402061855670107	0.7976952624839949	-0.46367464392729385
ccl22	0.7274534	True	0.677319587628866	0.22059630510334738	0.45672328252551864
