	score	is_training	sparsity_sp	sparsity_sc	sparsity_diff
tagln	0.94988126	True	0.025432349949135347	0.7333089445765502	-0.7078765946274148
hla-dra	0.9497953	True	0.04170905391658186	0.678617157490397	-0.6369081035738151
timp2	0.9492488	True	0.1322482197355036	0.8450704225352113	-0.7128222027997076
fbln2	0.94921523	True	0.12105798575788407	0.8589720139015914	-0.7379140281437073
ganab	0.94911236	False	0.038657171922685696	0.4497896469727456	-0.4111324750500599
adm	0.9489611	False	0.02746693794506616	0.5847814157673312	-0.5573144778222651
gpx4	0.94868493	False	0.030518819938962327	0.3680263398573258	-0.3375075199183635
cdh3	0.94852245	True	0.06714140386571721	0.6484360709712822	-0.581294667105565
apoc1	0.9479352	True	0.32044760935910477	0.9317724528992135	-0.6113248435401087
cybb	0.9468905	True	0.19735503560528989	0.9637826961770624	-0.7664276605717725
ptgfrn	0.9467888	False	0.038657171922685696	0.6208158039143954	-0.5821586319917097
pdpn	0.94677675	False	0.038657171922685696	0.6107554417413572	-0.5720982698186715
cmtm6	0.94668233	False	0.021363173957273607	0.5235046643497347	-0.5021414903924611
frmd6	0.946531	False	0.03255340793489314	0.6594110115236875	-0.6268576035887944
cyb5r3	0.9464911	False	0.03967446592065105	0.12255350283519295	-0.0828790369145419
pdia4	0.9463955	False	0.03560528992878942	0.40424364368026344	-0.368638353751474
cttn	0.9462054	False	0.04170905391658186	0.3116883116883117	-0.2699792577717298
ap2m1	0.94589716	False	0.042726347914547325	0.2714468629961587	-0.2287205150816114
hdlbp	0.94539726	False	0.04984740590030523	0.36528260471922447	-0.31543519881891924
sdc4	0.9452396	False	0.03662258392675488	0.4561916956283153	-0.4195691117015604
cd44	0.94522697	True	0.043743641912512676	0.2134625937442839	-0.16971895183177121
srsf1	0.9448295	False	0.028484231943031513	0.38119626852021216	-0.35271203657718064
kdelr2	0.9439198	False	0.04476093591047814	0.3956466069142125	-0.35088567100373436
ddit4	0.9436717	False	0.019328585961342792	0.31351746844704587	-0.2941888824857031
sat1	0.9433587	True	0.04170905391658186	0.19901225535028355	-0.1573032014337017
c1qa	0.94333786	True	0.22482197355035605	0.9804280226815438	-0.7556060491311878
hspd1	0.9433323	False	0.03255340793489314	0.3722334004024145	-0.33967999246752134
psmb7	0.94287676	False	0.042726347914547325	0.41595024693616245	-0.3732238990216151
serbp1	0.94276327	False	0.038657171922685696	0.2846167916590452	-0.2459596197363595
csf1r	0.94254357	True	0.22482197355035605	0.9603072983354674	-0.7354853247851113
ano1	0.9420829	False	0.01322482197355035	0.7395280775562465	-0.7263032555826962
vcp	0.94204766	False	0.03967446592065105	0.332174867386135	-0.29250040146548395
txndc5	0.94188577	True	0.18209562563580872	0.8029998170843241	-0.6209041914485154
hnrnpc	0.94180685	False	0.03153611393692779	0.1680995061276751	-0.1365633921907473
hspg2	0.9416369	True	0.12309257375381488	0.662154746661789	-0.5390621729079741
fadd	0.9416155	False	0.024415055951169884	0.721053594293031	-0.6966385383418611
tns4	0.94001883	True	0.1057985757884028	0.48125114322297424	-0.37545256743457145
blcap	0.9399104	True	0.09460834181078337	0.6184379001280409	-0.5238295583172575
tmed2	0.9398536	False	0.04679552390640895	0.19407353210170109	-0.14727800819529213
tp63	0.93959993	True	0.08646998982706	0.6085604536308762	-0.5220904638038162
cxcl12	0.93959355	True	0.0722278738555443	0.8222059630510334	-0.7499780891954891
lum	0.93946713	True	0.09664292980671418	0.7722699835375891	-0.675627053730875
pdgfa	0.9391164	True	0.07121057985757884	0.49771355405158224	-0.4265029741940034
ston2	0.93894714	True	0.08545269582909465	0.25900859703676604	-0.1735559012076714
col17a1	0.938573	False	0.03255340793489314	0.734955185659411	-0.7024017777245178
raly	0.9383054	False	0.03662258392675488	0.4689957929394549	-0.43237320901270004
tacstd2	0.93812084	True	0.07629704984740593	0.5957563563197366	-0.5194593064723306
hspa1b	0.9373869	False	0.02339776195320442	0.3784525333821108	-0.3550547714289064
cav2	0.93724614	False	0.06205493387589012	0.26028900676788	-0.1982340728919899
cox6c	0.9371767	False	0.038657171922685696	0.329614047923907	-0.29095687600122133
pcolce	0.9369558	True	0.03560528992878942	0.8152551673678434	-0.779649877439054
nucks1	0.9368231	False	0.03560528992878942	0.2573623559539052	-0.2217570660251158
myf6	0.93656135	True	0.9084435401831129	0.9897567221510883	-0.08131318196797543
gja1	0.93649864	False	0.055951169888097674	0.6985549661606	-0.6426037962725023
ergic3	0.9360245	False	0.0600203458799593	0.4596670934699104	-0.3996467475899511
tra2b	0.93560374	False	0.033570701932858604	0.4049753063837571	-0.3714046044508985
rrad	0.9355729	True	0.5106815869786367	0.9325041156027072	-0.42182252862407044
igfbp5	0.93525016	True	0.08240081383519837	0.6744100969453082	-0.5920092831101098
hla-dpb1	0.93511057	True	0.09053916581892163	0.695079568319005	-0.6045404025000833
lama3	0.9350629	False	0.033570701932858604	0.6723980245107006	-0.638827322577842
gnb1	0.93465894	False	0.029501525940996975	0.6396561185293579	-0.6101545925883609
serpine1	0.93407416	False	0.051881993896236045	0.620632888238522	-0.568750894342286
gls	0.93383986	True	0.16480162767039674	0.5341137735503932	-0.3693121458799965
atp1b1	0.93373036	True	0.09766022380467954	0.4678982988842144	-0.3702380750795349
tnfsf10	0.9334099	False	0.04577822990844349	0.5269800621913299	-0.4812018322828864
tmed10	0.93300235	False	0.0528992878942014	0.20541430400585325	-0.15251501611165186
prdx4	0.9329715	True	0.07731434384537128	0.5096030729833547	-0.43228872913798344
c19orf33	0.9326932	False	0.033570701932858604	0.7684287543442473	-0.7348580524113887
nfe2l1	0.9326345	False	0.03255340793489314	0.537040424364368	-0.5044870164294749
pthlh	0.9320957	False	0.03763987792472023	0.7239802451070056	-0.6863403671822854
ppdpf	0.9313982	False	0.021363173957273607	0.5436253886958112	-0.5222622147385376
fabp5	0.9313232	True	0.08240081383519837	0.5286263032741906	-0.4462254894389922
irf9	0.93131304	False	0.04984740590030523	0.40406072800438997	-0.35421332210408474
slco2a1	0.9312228	True	0.3102746693794507	0.8948234863727822	-0.5845488169933315
ets2	0.9311942	False	0.06612410986775175	0.593744283885129	-0.5276201740173773
ptms	0.93106127	False	0.02339776195320442	0.6228278763490032	-0.5994301143957987
stat1	0.93097085	False	0.0528992878942014	0.4104627766599598	-0.3575634887657584
lilrb2	0.93086076	True	0.5890132248219735	0.9685385037497714	-0.37952527892779786
snx3	0.9307737	False	0.05798575788402849	0.5443570513993049	-0.4863712935152764
nnmt	0.9305838	True	0.08748728382502546	0.6572160234132065	-0.569728739588181
tax1bp3	0.9300483	False	0.06307222787385558	0.6338028169014085	-0.5707305890275529
sptb	0.9298283	True	0.7324516785350966	0.8942747393451619	-0.16182306081006526
eif4g2	0.9290228	False	0.047812817904374416	0.11194439363453446	-0.06413157573016004
cyba	0.92888224	True	0.13326551373346895	0.669105542344979	-0.53584002861151
rbx1	0.9283362	False	0.056968463886063025	0.4128406804463143	-0.35587221656025125
eif4b	0.9278766	False	0.05086469989827058	0.27071520029266505	-0.21985050039439447
calu	0.927578	True	0.10071210579857581	0.3833912566306933	-0.2826791508321175
plp2	0.9273389	False	0.06815869786368256	0.43661971830985913	-0.36846102044617657
gbp1	0.92707324	False	0.05086469989827058	0.6200841412109017	-0.5692194413126311
mt1e	0.92695296	False	0.05086469989827058	0.6425827693433328	-0.5917180694450622
ubb	0.92662233	False	0.03662258392675488	0.04847265410645696	-0.011850070179702077
c12orf57	0.92660654	False	0.056968463886063025	0.4732028534845436	-0.4162343895984806
sec13	0.9264728	False	0.05900305188199395	0.5255167367843424	-0.46651368490234846
mif	0.9261585	True	0.05798575788402849	0.16297786720321927	-0.10499210931919079
psma4	0.9260085	False	0.07121057985757884	0.39656118529357964	-0.3253506054360008
cpvl	0.9259708	True	0.7060020345879959	0.942381562099872	-0.23637952751187608
psmf1	0.9258626	False	0.06612410986775175	0.4708249496981891	-0.40470083983043736
grn	0.9249844	True	0.10681586978636826	0.41777940369489663	-0.3109635339085284
areg	0.92489904	True	0.18616480162767035	0.7940369489665264	-0.6078721473388561
stat3	0.9242925	False	0.055951169888097674	0.1404792390707884	-0.08452806918269073
angptl2	0.923795	True	0.21261444557477116	0.8642765685019206	-0.6516621229271494
atp2a2	0.92372006	False	0.04679552390640895	0.5610023779037864	-0.5142068539973774
srsf2	0.9235833	False	0.051881993896236045	0.20010974940552406	-0.14822775550928802
mylk	0.9234159	True	0.13733468972533058	0.7322114505213098	-0.5948767607959792
zfp36l1	0.9232313	False	0.04069175991861651	0.08615328333638195	-0.04546152341776544
lmo7	0.9227383	True	0.3021363173957273	0.8022681543808304	-0.5001318369851031
xrcc6	0.9226717	False	0.06815869786368256	0.28370221327967804	-0.21554351541599548
ckap4	0.92265934	False	0.043743641912512676	0.6861167002012072	-0.6423730582886945
trappc5	0.9225452	False	0.0722278738555443	0.5556978233034571	-0.4834699494479128
sec61g	0.9224694	False	0.07629704984740593	0.46167916590451796	-0.38538211605711203
cd81	0.9224426	False	0.05086469989827058	0.6517285531370038	-0.6008638532387333
nptn	0.922303	False	0.07629704984740593	0.40058533016279496	-0.32428828031538903
uqcrq	0.9221691	False	0.0600203458799593	0.2387049570148162	-0.1786846111348569
prdx6	0.92216	False	0.07527975584944047	0.4349734772269983	-0.35969372137755784
acta2	0.9219251	True	0.056968463886063025	0.7647704408267788	-0.7078019769407158
dnajb1	0.9219244	False	0.04069175991861651	0.13554051582220594	-0.09484875590358943
robo4	0.92176086	True	0.5462868769074263	0.9614047923907079	-0.4151179154832816
aif1	0.921465	True	0.35503560528992884	0.9749405524053412	-0.6199049471154123
cpne1	0.9211383	False	0.06612410986775175	0.345161880373148	-0.27903777050539624
hla-dmb	0.92102736	True	0.4323499491353001	0.9045180171940735	-0.4721680680587734
specc1	0.9207515	False	0.05391658189216686	0.30546917870861534	-0.2515525968164485
ifit3	0.9207046	False	0.042726347914547325	0.3775379550027438	-0.33481160708819646
dbi	0.92019105	False	0.06612410986775175	0.3597951344430218	-0.29367102457527006
jag1	0.9196109	False	0.08036622583926756	0.5613682092555332	-0.48100198341626565
ndufa11	0.919564	False	0.08850457782299082	0.30656667276385585	-0.21806209494086504
ddx17	0.91955346	False	0.051881993896236045	0.31022498628132433	-0.2583429923850883
prdx5	0.9194562	False	0.07731434384537128	0.326138650082312	-0.24882430623694074
c1s	0.9191595	True	0.10172939979654116	0.43351015182001096	-0.3317807520234698
uqcrc1	0.919131	False	0.0722278738555443	0.360343881470642	-0.2881160076150977
serpinf1	0.9182494	True	0.1444557477110885	0.7142857142857143	-0.5698299665746258
hla-dpa1	0.9180034	True	0.1536113936927772	0.6864825315529541	-0.5328711378601769
psma5	0.9179876	False	0.07833163784333674	0.49350649350649356	-0.4151748556631568
ido1	0.91793436	True	0.16988809766022384	0.368575086884946	-0.19868698922472217
ajuba	0.91791195	False	0.024415055951169884	0.7731845619169563	-0.7487695059657864
cox7c	0.9176106	False	0.07527975584944047	0.32193158953722334	-0.24665183368778287
khdrbs1	0.91718405	False	0.06408952187182093	0.6281324309493324	-0.5640429090775114
serpina1	0.916935	True	0.5574771108850458	0.908176330711542	-0.3506992198264962
rcn3	0.9167974	True	0.2309257375381485	0.8717761112127309	-0.6408503736745824
cdk15	0.91665494	True	0.9633774160732451	0.9811596853850375	-0.017782269311792387
ext2	0.91622096	False	0.06815869786368256	0.6530089628681177	-0.5848502650044352
ctsk	0.9158052	True	0.19430315361139372	0.8353758917139199	-0.6410727381025262
syne2	0.9157759	False	0.03763987792472023	0.43003475397841595	-0.3923948760536957
dlk1	0.91549456	True	0.9694811800610377	0.9844521675507591	-0.014970987489721477
junb	0.9153715	True	0.0528992878942014	0.11907810499359794	-0.06617881709939655
glul	0.91526973	True	0.09664292980671418	0.27730016462410834	-0.18065723481739415
thbs2	0.9148604	True	0.16988809766022384	0.7620267056886776	-0.5921386080284538
sgk1	0.91428846	False	0.0722278738555443	0.4525333821108469	-0.3803055082553026
naa20	0.91422474	False	0.08138351983723291	0.5057618437900129	-0.42437832395277997
ddx5	0.9140962	False	0.05086469989827058	0.02798609840863364	0.02287860148963694
cast	0.91399485	False	0.08240081383519837	0.363819279312237	-0.28141846547703864
cd9	0.91393816	True	0.08850457782299082	0.3155295408816535	-0.2270249630586627
apol1	0.91356695	False	0.08240081383519837	0.14980793854033292	-0.06740712470513455
tkt	0.9134263	True	0.11800610376398779	0.5443570513993049	-0.4263509476353171
tufm	0.913115	False	0.08646998982706	0.45527711724894826	-0.36880712742188826
msn	0.9129034	False	0.08341810783316383	0.2551673678434242	-0.17174926001026036
srsf5	0.9127137	False	0.061037639877924765	0.19681726723980242	-0.13577962736187765
hist1h4c	0.91180784	False	0.04577822990844349	0.6228278763490032	-0.5770496464405597
nxn	0.91180533	False	0.04984740590030523	0.16535577098957377	-0.11550836508926854
col12a1	0.91165125	True	0.23702950152594104	0.7417230656667276	-0.5046935641407866
ppfibp1	0.9110349	False	0.0722278738555443	0.15017376989207976	-0.07794589603653546
psmb3	0.9110053	False	0.07833163784333674	0.34534479604902135	-0.2670131582056846
flt3	0.9108302	True	0.9745676500508647	0.983537589171392	-0.008969939120527348
pcna	0.9107321	False	0.05493387589013221	0.6627034936894092	-0.607769617799277
clstn1	0.9098993	False	0.08748728382502546	0.6180720687762942	-0.5305847849512687
rab30	0.90983605	True	0.5249237029501526	0.8639107371501737	-0.3389870342000212
cnn3	0.90943784	True	0.098677517802645	0.39235412474849096	-0.29367660694584596
pmaip1	0.90932167	True	0.14954221770091558	0.598134260106091	-0.4485920424051755
ifitm1	0.90903264	True	0.08341810783316383	0.19480519480519476	-0.11138708697203092
pmepa1	0.9089717	False	0.043743641912512676	0.7762941284068045	-0.7325504864942918
dock9	0.9088416	True	0.36927772126144454	0.8099506127675142	-0.4406728915060697
zfand5	0.9087071	True	0.10478128179043744	0.16078287909273825	-0.05600159730230081
rabac1	0.90856487	True	0.13123092573753814	0.3839400036583135	-0.25270907792077535
crip1	0.9085612	False	0.06408952187182093	0.48070239619535393	-0.416612874323533
pdlim7	0.9081912	False	0.09969481180061035	0.5416133162612036	-0.4419185044605932
lamtor1	0.9081215	False	0.09053916581892163	0.5280775562465703	-0.43753839042764864
cd163	0.90744835	True	0.45066124109867756	0.9826230107920249	-0.5319617696933473
tomm7	0.9071599	False	0.08850457782299082	0.39363453447960495	-0.30512995665661413
ktn1	0.90684885	False	0.09257375381485244	0.3082129138467167	-0.21563916003186423
plod2	0.9064433	False	0.07527975584944047	0.704591183464423	-0.6293114276149825
lrrc59	0.90573543	False	0.09155645981688709	0.5130784708249496	-0.4215220110080625
tbxas1	0.9056909	True	0.797558494404883	0.9465886226449607	-0.14903012824007766
gjb2	0.9056248	False	0.0935910478128179	0.7380647521492592	-0.6444737043364412
col15a1	0.9052717	True	0.3072227873855544	0.8823852204133894	-0.575162433027835
ifi16	0.9047535	False	0.08748728382502546	0.3149807938540333	-0.22749351002900786
chrna1	0.904703	True	0.8229908443540184	0.9729284799707335	-0.14993763561671514
msr1	0.9046031	True	0.6225839267548321	0.9732943113224803	-0.35071038456764825
col5a2	0.9045597	True	0.2115971515768057	0.7292847997073348	-0.5176876481305291
serpinb5	0.9036517	True	0.13631739572736523	0.6343515639290287	-0.49803416820166346
ndufa1	0.90349764	False	0.09969481180061035	0.34717395280775565	-0.2474791410071453
psmd3	0.90335	False	0.10071210579857581	0.600695079568319	-0.4999829737697432
p2rx1	0.9030067	True	0.9175991861648016	0.9776842875434425	-0.06008510137864087
cpne5	0.90284485	True	0.9114954221770092	0.969270166453265	-0.05777474427625584
hint1	0.90282077	False	0.10071210579857581	0.34772269983537585	-0.24701059403680004
scpep1	0.90269196	False	0.10478128179043744	0.4957014816169746	-0.39092019982653714
eif3i	0.9026834	False	0.10071210579857581	0.18492774830803005	-0.08421564250945424
wdr83os	0.9023284	False	0.10172939979654116	0.38595207609292115	-0.28422267629638
szrd1	0.9023263	False	0.0935910478128179	0.5147247119078104	-0.42113366409499253
cercam	0.9021755	False	0.02746693794506616	0.8123285165538687	-0.7848615786088026
ggt5	0.9018662	True	0.26042726347914547	0.8384854582037681	-0.5780581947246226
rin2	0.9017682	False	0.11698880976602233	0.4572891896835559	-0.3403003799175336
ctsh	0.9015674	True	0.2665310274669379	0.7161148710444485	-0.4495838435775106
sod3	0.90071493	True	0.2685656154628687	0.865739893908908	-0.5971742784460393
fst	0.9005802	False	0.03662258392675488	0.7911102981525517	-0.7544877142257969
ndrg1	0.9005044	False	0.08341810783316383	0.5406987378818364	-0.4572806300486726
uqcr11	0.90010476	False	0.08138351983723291	0.3140662154746662	-0.23268269563743327
adar	0.89997613	False	0.09460834181078337	0.31113956466069137	-0.216531222849908
psmd13	0.8998614	False	0.09562563580874872	0.5079568319004939	-0.4123311960917452
col18a1	0.8990851	False	0.0722278738555443	0.6700201207243461	-0.5977922468688018
lap3	0.899074	False	0.09053916581892163	0.5412474849094567	-0.4507083190905351
myof	0.8990269	False	0.10681586978636826	0.5939271995610024	-0.4871113297746341
dync1h1	0.89883673	False	0.09053916581892163	0.3996707517834278	-0.3091315859645062
gsto1	0.8986807	False	0.10783316378433372	0.48106822754710077	-0.37323506376276705
pygl	0.89862657	False	0.11597151576805698	0.7323943661971831	-0.6164228504291261
